,plot_x_0,plot_x_1,plot_x_2,plot_y_0,plot_y_1,plot_y_2
0,0.0,0.0,0.0,-7.72104851457,-10.5852873782,-52.0517595851
1,0.505050505051,0.505050505051,0.505050505051,-6.86350728637,-9.72774615005,-51.1951749226
2,1.0101010101,1.0101010101,1.0101010101,-6.30021558128,-9.16445444496,-50.2362572982
3,1.51515151515,1.51515151515,1.51515151515,-6.01403265037,-8.87827151405,-49.1809678552
4,2.0202020202,2.0202020202,2.0202020202,-5.72784971946,-8.59208858314,-48.1256784123
5,2.52525252525,2.52525252525,2.52525252525,-5.44166678855,-8.30590565223,-47.0703889693
6,3.0303030303,3.0303030303,3.0303030303,-5.15548385765,-8.01972272132,-46.0150995264
7,3.53535353535,3.53535353535,3.53535353535,-4.86930092674,-7.73353979041,-44.9598100834
8,4.0404040404,4.0404040404,4.0404040404,-4.58311799583,-7.44735685951,-43.9045206405
9,4.54545454545,4.54545454545,4.54545454545,-4.14992339018,-7.01416225386,-43.0510152528
10,5.05050505051,5.05050505051,5.05050505051,-3.68714985899,-6.55138872267,-42.2381090593
11,5.55555555556,5.55555555556,5.55555555556,-3.22437632779,-6.08861519147,-41.4252028659
12,6.06060606061,6.06060606061,6.06060606061,-2.7616027966,-5.62584166028,-40.6122966725
13,6.56565656566,6.56565656566,6.56565656566,-2.29882926541,-5.16306812909,-39.799390479
14,7.07070707071,7.07070707071,7.07070707071,-1.83605573421,-4.70029459789,-38.9864842856
15,7.57575757576,7.57575757576,7.57575757576,-1.35404928951,-4.21828815318,-38.1438977549
16,8.08080808081,8.08080808081,8.08080808081,-0.763056334878,-3.62729519856,-37.1331226463
17,8.58585858586,8.58585858586,8.58585858586,-0.17206338025,-3.03630224393,-36.1223475376
18,9.09090909091,9.09090909091,9.09090909091,0.418929574377,-2.4453092893,-35.111572429
19,9.59595959596,9.59595959596,9.59595959596,1.00992252901,-1.85431633467,-34.1007973203
20,10.101010101,10.101010101,10.101010101,1.60091548363,-1.26332338004,-33.0900222117
21,10.6060606061,10.6060606061,10.6060606061,2.19190843826,-0.672330425417,-32.0792471031
22,11.1111111111,11.1111111111,11.1111111111,2.64913210094,-0.21510676274,-31.1991639019
23,11.6161616162,11.6161616162,11.6161616162,2.95398753268,0.0897486690001,-30.4679436757
24,12.1212121212,12.1212121212,12.1212121212,3.25884296442,0.39460410074,-29.7367234495
25,12.6262626263,12.6262626263,12.6262626263,3.56369839616,0.699459532479,-29.0055032232
26,13.1313131313,13.1313131313,13.1313131313,3.8685538279,1.00431496422,-28.274282997
27,13.6363636364,13.6363636364,13.6363636364,4.17340925964,1.30917039596,-27.5430627708
28,14.1414141414,14.1414141414,14.1414141414,4.47826469138,1.6140258277,-26.8118425445
29,14.6464646465,14.6464646465,14.6464646465,4.82418951567,1.959950652,-26.1610290251
30,15.1515151515,15.1515151515,15.1515151515,5.18136264494,2.31712378126,-25.5322377247
31,15.6565656566,15.6565656566,15.6565656566,5.5385357742,2.67429691053,-24.9034464243
32,16.1616161616,16.1616161616,16.1616161616,5.89570890347,3.03147003979,-24.2746551239
33,16.6666666667,16.6666666667,16.6666666667,6.25288203273,3.38864316906,-23.6458638236
34,17.1717171717,17.1717171717,17.1717171717,6.610055162,3.74581629832,-23.0170725232
35,17.6767676768,17.6767676768,17.6767676768,6.96722829126,4.10298942759,-22.3882812228
36,18.1818181818,18.1818181818,18.1818181818,7.35010953384,4.48587067016,-21.674608369
37,18.6868686869,18.6868686869,18.6868686869,7.74960054509,4.88536168141,-20.9060943469
38,19.1919191919,19.1919191919,19.1919191919,8.14909155634,5.28485269266,-20.1375803249
39,19.696969697,19.696969697,19.696969697,8.54858256759,5.68434370391,-19.3690663028
40,20.202020202,20.202020202,20.202020202,8.94807357884,6.08383471517,-18.6005522807
41,20.7070707071,20.7070707071,20.7070707071,9.3475645901,6.48332572642,-17.8320382586
42,21.2121212121,21.2121212121,21.2121212121,9.74705560135,6.88281673767,-17.0635242366
43,21.7171717172,21.7171717172,21.7171717172,10.1465466126,7.28230774892,-16.2950102145
44,22.2222222222,22.2222222222,22.2222222222,10.4311412924,7.56690242868,-15.4793429751
45,22.7272727273,22.7272727273,22.7272727273,10.5695042775,7.70526541383,-14.642242455
46,23.2323232323,23.2323232323,23.2323232323,10.7078672626,7.84362839897,-13.805141935
47,23.7373737374,23.7373737374,23.7373737374,10.8462302478,7.98199138411,-12.9680414149
48,24.2424242424,24.2424242424,24.2424242424,10.9845932329,8.12035436925,-12.1309408949
49,24.7474747475,24.7474747475,24.7474747475,11.1229562181,8.25871735439,-11.2938403748
50,25.2525252525,25.2525252525,25.2525252525,11.2613192032,8.39708033954,-10.4567398548
51,25.7575757576,25.7575757576,25.7575757576,11.3996821884,8.53544332468,-9.61963933471
52,26.2626262626,26.2626262626,26.2626262626,11.4941391198,8.6299002561,-9.22356859883
53,26.7676767677,26.7676767677,26.7676767677,11.5752955203,8.7110566566,-8.96109971939
54,27.2727272727,27.2727272727,27.2727272727,11.6564519208,8.79221305709,-8.69863083995
55,27.7777777778,27.7777777778,27.7777777778,11.7376083213,8.87336945759,-8.43616196051
56,28.2828282828,28.2828282828,28.2828282828,11.8187647218,8.95452585808,-8.17369308107
57,28.7878787879,28.7878787879,28.7878787879,11.8999211223,9.03568225858,-7.91122420163
58,29.2929292929,29.2929292929,29.2929292929,11.9810775228,9.11683865907,-7.64875532219
59,29.797979798,29.797979798,29.797979798,12.0845397799,9.22030091619,-7.36721681275
60,30.303030303,30.303030303,30.303030303,12.4004946711,9.53625580741,-6.90401498589
61,30.8080808081,30.8080808081,30.8080808081,12.7164495623,9.85221069864,-6.44081315904
62,31.3131313131,31.3131313131,31.3131313131,13.0324044535,10.1681655899,-5.97761133219
63,31.8181818182,31.8181818182,31.8181818182,13.3483593448,10.4841204811,-5.51440950533
64,32.3232323232,32.3232323232,32.3232323232,13.664314236,10.8000753723,-5.05120767848
65,32.8282828283,32.8282828283,32.8282828283,13.9802691272,11.1160302635,-4.58800585163
66,33.3333333333,33.3333333333,33.3333333333,14.2962240184,11.4319851548,-4.12480402477
67,33.8383838384,33.8383838384,33.8383838384,14.6121789097,11.747940046,-3.66160219792
68,34.3434343434,34.3434343434,34.3434343434,14.9281338009,12.0638949372,-3.19840037106
69,34.8484848485,34.8484848485,34.8484848485,15.2440886921,12.3798498284,-2.73519854421
70,35.3535353535,35.3535353535,35.3535353535,15.4849673908,12.6207285271,-2.38545339568
71,35.8585858586,35.8585858586,35.8585858586,15.7216861949,12.8574473313,-2.04199476496
72,36.3636363636,36.3636363636,36.3636363636,15.9584049991,13.0941661354,-1.69853613423
73,36.8686868687,36.8686868687,36.8686868687,16.1951238032,13.3308849395,-1.3550775035
74,37.3737373737,37.3737373737,37.3737373737,16.4318426073,13.5676037436,-1.01161887277
75,37.8787878788,37.8787878788,37.8787878788,16.6685614114,13.8043225478,-0.66816024204
76,38.3838383838,38.3838383838,38.3838383838,16.9052802156,14.0410413519,-0.324701611311
77,38.8888888889,38.8888888889,38.8888888889,17.1419990197,14.277760156,0.018757019418
78,39.3939393939,39.3939393939,39.3939393939,17.3787178238,14.5144789601,0.362215650147
79,39.898989899,39.898989899,39.898989899,17.5999953348,14.7357564712,0.709938862576
80,40.404040404,40.404040404,40.404040404,17.8082509259,14.9440120622,1.05879569799
81,40.9090909091,40.9090909091,40.9090909091,18.0165065169,15.1522676532,1.4076525334
82,41.4141414141,41.4141414141,41.4141414141,18.224762108,15.3605232443,1.75650936881
83,41.9191919192,41.9191919192,41.9191919192,18.433017699,15.5687788353,2.10536620423
84,42.4242424242,42.4242424242,42.4242424242,18.6412732901,15.7770344264,2.45422303964
85,42.9292929293,42.9292929293,42.9292929293,18.8495288811,15.9852900174,2.80307987505
86,43.4343434343,43.4343434343,43.4343434343,19.0577844721,16.1935456085,3.15193671046
87,43.9393939394,43.9393939394,43.9393939394,19.2660400632,16.4018011995,3.50079354588
88,44.4444444444,44.4444444444,44.4444444444,19.4742956542,16.6100567905,3.84965038129
89,44.9494949495,44.9494949495,44.9494949495,19.6825512453,16.8183123816,4.1985072167
90,45.4545454545,45.4545454545,45.4545454545,19.8908068363,17.0265679726,4.54736405211
91,45.9595959596,45.9595959596,45.9595959596,20.1249106747,17.260671811,4.96283189354
92,46.4646464646,46.4646464646,46.4646464646,20.3615709332,17.4973320695,5.38488763666
93,46.9696969697,46.9696969697,46.9696969697,20.5982311917,17.733992328,5.80694337978
94,47.4747474747,47.4747474747,47.4747474747,20.8348914501,17.9706525864,6.2289991229
95,47.9797979798,47.9797979798,47.9797979798,21.0715517086,18.2073128449,6.65105486602
96,48.4848484848,48.4848484848,48.4848484848,21.3082119671,18.4439731034,7.07311060914
97,48.9898989899,48.9898989899,48.9898989899,21.5448722255,18.6806333619,7.49516635225
98,49.4949494949,49.4949494949,49.4949494949,21.781532484,18.9172936203,7.91722209537
99,50.0,50.0,50.0,22.0181927425,19.1539538788,8.33927783849
